time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.12000000000000001,10.122168539905308,10.0,10.13681252301165,0.0,5.154066635039591,0.0,2.1070105715815024,0.0,2.346874603575396,0.0,47.164175309465726,0.0,0.0,1600.0,0.0,0.0,-0.9999999999999999
0.23999999999999996,10.474881721225161,10.119391273616978,10.42963327021817,5.146357553770837,0.9405775375645078,0.0,4.427750938190903,1.4047957138009979,3.359612714162009,47.16392641326532,51.150283818673,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
0.36000000000000004,10.832565845301952,10.149362036474857,10.948366077841664,0.933140051744699,0.8060443385390421,0.0,4.497088766232385,-0.08391949106875576,6.1866928756704205,51.15027645584253,51.26030919088406,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
0.48000000000000015,11.187895472301156,10.214391738018486,11.856352591991811,0.7986067840607376,0.6743216007450794,0.0,4.509305384310233,0.4238606109834289,9.360893758714205,51.26030900153247,51.263133295101895,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
0.6000000000000002,11.538884215796152,10.347085479032366,13.15558226531323,0.6668840383555761,0.5427180337823252,0.0,4.468982772084737,0.9533303798088661,12.438426258421222,51.26313329025101,51.263205640415755,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
0.7200000000000003,11.883857065265737,10.54505689893583,14.834339855583544,0.5352804711861037,0.4111175505899709,0.0,4.3823321695896915,1.4801558657300071,15.417890937741243,51.263205640291496,51.26320749359775,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
0.8400000000000004,12.221361524948929,10.801733967550218,16.87754052614272,0.40367998798845406,0.2795171464111341,0.0,4.263448235540285,1.9577089997317603,18.271138234028268,51.263207493594564,51.2632075410684,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
0.9600000000000005,12.550252496733851,11.106503345082407,19.26352854263707,0.27207958380948405,0.1479167442563014,0.0,4.127844333492736,2.359122577053032,20.934100769445145,51.26320754106831,51.26320754228439,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
1.0800000000000005,12.869692622867626,11.449261085511145,21.962562388601835,0.14045210486290216,0.016289265361624672,0.0,3.9839614150423266,2.710471927946182,23.339984434073138,51.262944036310806,51.26294403634197,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
1.2000000000000006,13.179068590886802,11.82633536709039,24.940403774577913,0.008733609379039109,6.167756077058691,0.0,3.828027305084021,3.0830215684156825,25.47150269188103,51.26258966187325,51.262589661874046,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
1.3200000000000007,13.477869504654363,12.242506895824846,28.16623447846175,6.160131881629216,6.035969042129313,0.0,3.646518358264067,3.540354170338844,27.38655253402798,51.26239425444443,51.262394254444445,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
1.4400000000000008,13.765578272903298,12.705999237231508,31.619533218404587,6.028321015116518,5.904158175616615,0.0,3.4253700101052873,4.077475224072481,29.18714395624173,51.2623908070879,51.2623908070879,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
1.560000000000001,14.041641890901184,13.218881052747191,35.29014085392052,5.896513302181564,5.772350462681661,0.0,3.1601483879792402,4.60310163901195,30.948318337083073,51.26207377031069,51.26207377031069,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
1.680000000000001,14.305562312729599,13.76981429725151,39.17026426359024,5.764678981337086,5.640516141837184,0.0,2.8607473178760703,4.987844052095448,32.6595445423295,51.261206309221905,51.261206309221905,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
1.8000000000000012,14.557096827464559,14.33558170444935,43.243526982010316,5.632757629062471,5.508594789562569,0.0,2.5476168410633946,5.150097291758567,34.22720559537044,51.26021004952147,51.26021004952147,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
1.9200000000000013,14.79645130354498,14.891954515028981,47.47932834783456,5.5007433176654885,5.376580478165586,0.0,2.2417362251873305,5.117723062580338,35.542079287927805,51.25929432845997,51.25929432845997,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
2.0400000000000014,15.024317794977357,15.427279236712467,51.83766936536312,5.368633614669648,5.244470775169745,0.0,1.95481517457149,5.017299685836248,36.564499956502765,51.25869773022056,51.25869773022056,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
2.1600000000000015,15.24170501026033,15.949444023494598,56.28228785724705,5.236472013331664,5.112309173831761,0.0,1.6854296848616235,4.993965469038972,37.36493815149522,51.258507665150546,51.258507665150546,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
2.2800000000000016,15.449581707527487,16.48080012233785,60.79381447634207,5.104304596002711,4.9801417565028085,0.0,1.4218981354285027,5.1141140067411905,38.089075714273285,51.25872343155226,51.25872343155226,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
2.4000000000000017,15.648503292046042,17.043366572350976,65.37414928596237,4.9721726015769825,4.84800976207708,0.0,1.1508147132640212,5.315239677367577,38.867629953570166,51.25792857028043,51.25792857028043,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
2.520000000000002,15.838439744587241,17.643151471701533,70.03844638527364,4.8400049965417224,4.71584215704182,0.0,0.8675836671051756,5.439892050902838,39.72838569674522,51.25618608026044,51.25618608026044,0.0,0.0,1600.0,0.0,1600.0,-0.9999999999999999
